iter	RMSE
241	169024.6621
242	168889.6847
243	168677.7496
244	168605.4995
245	168434.2249
246	168414.1882
247	168346.9785
248	168201.1436
249	168048.9904
250	167807.4761
251	167786.6566
252	167755.9982
253	167699.0381
254	167607.3382
255	167503.0769
256	167445.754
257	167362.3792
258	167320.428
259	167177.1973
260	167162.8678
261	167060.1847
262	166966.9679
263	166893.4004
264	166838.6172
265	166750.5364
266	166701.1496
267	166599.2572
268	166437.556
269	166260.8217
270	166197.9926
271	166135.6864
272	165998.0735
273	165830.804
274	165773.2109
275	165534.9636
276	165293.5307
277	165122.6359
278	165073.2712
279	164985.9661
280	164963.7922
281	164886.1044
282	164753.1955
283	164620.2369
284	164541.3397
285	164434.9818
286	164265.6392
287	164161.1558
288	164074.325
289	164031.9781
290	163929.27
291	163739.5396
292	163727.7209
293	163599.7082
294	163401.3277
295	163338.8421
296	163284.4635
297	163140.837
298	163058.8289
299	162910.7042
300	162830.3605
301	162726.3422
302	162606.4097
303	162509.0381
304	162266.575
305	162094.4578
306	161976.2544
307	161863.338
308	161841.4775
309	161761.1659
310	161628.035
311	161473.5485
312	161276.631
313	161220.2036
314	161164.7495
315	161144.3318
316	161048.3836
317	160934.3908
318	160888.8224
319	160871.7845
320	160860.9534
321	160811.3491
322	160749.4426
323	160683.7839
324	160600.0014
325	160539.3143
326	160536.2668
327	160486.8125
328	160435.632
329	160375.7372
330	160265.0053
331	160141.2612
332	160082.7146
333	160057.0179
334	160004.7595
335	159815.3755
336	159706.4403
337	159595.5205
338	159442.2086
339	159312.5374
340	159135.6394
341	159014.098
342	158859.3737
343	158828.047
344	158793.1262
345	158732.8213
346	158553.0761
347	158484.7912
348	158364.9387
349	158325.1558
350	158276.3912
351	158155.8357
352	158149.177
353	157927.4889
354	157856.0606
355	157743.1071
356	157663.1226
357	157535.2576
358	157501.3917
359	157469.1161
360	157425.29
361	157417.9502
362	157336.8357
363	157284.9914
364	157153.4109
365	157111.5036
366	156951.0075
367	156786.8041
368	156778.2789
369	156642.0447
370	156594.2023
371	156518.2783
372	156435.4945
373	156331.016
374	156171.5682
375	156114.3611
376	156069.2863
377	155938.5832
378	155931.6013
379	155872.66
